date,id_,x,y
2008-07-22 07:35:36,085-20080722072028,1.356149,2.60873
2008-07-22 07:35:48,085-20080722072028,1.355927,2.608433
2008-07-22 07:36:02,085-20080722072028,1.347133,2.610117
2008-07-22 07:36:20,085-20080722072028,1.339118,2.695122
2008-07-22 07:36:34,085-20080722072028,1.333552,2.805475
2008-07-22 07:36:40,085-20080722072028,1.334887,2.854933
2008-07-22 07:36:52,085-20080722072028,1.332995,2.943899
2008-07-22 07:36:56,085-20080722072028,1.33344,2.970832
2008-07-22 07:37:18,085-20080722072028,1.314071,3.09376
2008-07-22 07:37:26,085-20080722072028,1.30895,3.11985
2008-07-22 07:37:54,085-20080722072028,1.309395,3.116979
2008-07-22 07:38:08,085-20080722072028,1.30472,3.120692
2008-07-22 07:38:34,085-20080722072028,1.300045,3.255354
2008-07-22 07:38:50,085-20080722072028,1.294033,3.319318
2008-07-22 07:38:58,085-20080722072028,1.295035,3.323873
2008-07-22 07:39:16,085-20080722072028,1.294256,3.323279
2008-07-22 07:39:34,085-20080722072028,1.294145,3.32417
2008-07-22 07:39:42,085-20080722072028,1.294033,3.346844
2008-07-22 07:40:04,085-20080722072028,1.28702,3.463436
2008-07-22 07:40:18,085-20080722072028,1.273328,3.537599
2008-07-22 07:40:28,085-20080722072028,1.266315,3.597355
2008-07-22 07:40:30,085-20080722072028,1.264311,3.609583
2008-07-22 07:40:44,085-20080722072028,1.257187,3.651516
2008-07-22 07:40:56,085-20080722072028,1.258745,3.669933
2008-07-22 07:41:38,085-20080722072028,1.259525,3.791475
2008-07-22 07:41:42,085-20080722072028,1.26164,3.792168
2008-07-22 07:42:34,085-20080722072028,1.294033,3.794743
2008-07-22 07:42:48,085-20080722072028,1.310286,3.797911
2008-10-25 01:57:32,085-20081025013736,-8.850898,3.632802
2008-10-25 01:57:52,085-20081025013736,-8.849117,3.572155
2008-10-25 01:58:00,085-20081025013736,-8.849006,3.571511
2008-10-25 01:58:14,085-20081025013736,-8.848783,3.571561
2008-10-25 01:58:38,085-20081025013736,-8.843551,3.554976
2008-10-25 01:58:50,085-20081025013736,-8.842438,3.490219
2008-10-25 01:59:34,085-20081025013736,-8.830749,3.394471
2008-10-25 01:59:40,085-20081025013736,-8.828857,3.378331
2008-10-25 02:00:20,085-20081025013736,-8.811491,3.352439
2008-10-25 02:00:46,085-20081025013736,-8.812716,3.238422
2008-10-25 02:00:58,085-20081025013736,-8.799358,3.14505
2008-10-25 02:01:02,085-20081025013736,-8.796018,3.112622
2008-10-25 02:01:16,085-20081025013736,-8.786111,3.005339
2008-10-25 02:01:42,085-20081025013736,-8.788114,2.896768
2008-10-25 02:01:54,085-20081025013736,-8.916688,2.891619
2008-10-25 02:02:12,085-20081025013736,-9.094352,2.88949
2008-10-25 02:02:42,085-20081025013736,-9.467939,2.87741
2008-10-25 02:02:58,085-20081025013736,-9.809576,2.869637
2008-10-25 02:03:06,085-20081025013736,-9.995256,2.866469
2008-10-25 02:03:10,085-20081025013736,-10.078522,2.864092
2008-10-25 02:03:42,085-20081025013736,-10.706472,2.783642
2008-10-25 02:03:56,085-20081025013736,-10.913859,2.746907
2008-10-25 02:04:00,085-20081025013736,-10.990335,2.734233
2008-10-25 02:04:10,085-20081025013736,-11.209967,2.69928
2008-10-25 02:04:22,085-20081025013736,-11.468004,2.661555
2008-10-25 02:04:30,085-20081025013736,-11.584889,2.632346
2008-10-25 02:04:46,085-20081025013736,-11.643554,2.547539
2008-10-25 02:05:00,085-20081025013736,-11.595576,2.455701
2008-10-25 02:05:08,085-20081025013736,-11.567969,2.400698
2008-10-25 02:05:16,085-20081025013736,-11.547375,2.344259
2008-10-25 02:05:18,085-20081025013736,-11.541252,2.329704
2008-10-25 02:05:42,085-20081025013736,-11.505185,2.155485
2008-10-25 02:05:56,085-20081025013736,-11.496168,2.07449
2008-10-25 02:07:56,085-20081025013736,-11.434943,1.396182
2008-10-25 02:09:12,085-20081025013736,-11.429599,0.84392
2008-10-25 02:09:34,085-20081025013736,-11.438505,0.752974
2008-10-25 02:09:44,085-20081025013736,-11.437614,0.711289
2008-10-25 02:10:04,085-20081025013736,-11.434943,0.623709
2008-10-25 02:10:22,085-20081025013736,-11.42715,0.527911
2008-10-25 02:10:46,085-20081025013736,-11.427707,0.392655
2008-10-25 02:10:54,085-20081025013736,-11.427818,0.346118
2008-10-25 02:11:22,085-20081025013736,-11.429043,0.165909
2008-10-25 02:11:30,085-20081025013736,-11.425369,0.099915
2008-10-25 02:11:36,085-20081025013736,-11.424813,0.058724
2008-10-25 02:11:46,085-20081025013736,-11.421362,0.000404
2008-10-25 02:11:48,085-20081025013736,-11.420805,-0.011676
2008-10-25 02:11:50,085-20081025013736,-11.421139,-0.024548
2008-10-25 02:12:02,085-20081025013736,-11.423254,-0.056679
2008-10-25 02:12:20,085-20081025013736,-11.423143,-0.100889
2008-10-25 02:13:32,085-20081025013736,-11.429043,-0.316596
2008-10-25 02:14:12,085-20081025013736,-11.420916,-0.390263
2008-10-25 02:15:12,085-20081025013736,-11.434609,-0.617158
2008-10-25 02:15:40,085-20081025013736,-11.68541,-0.615178
2008-10-25 02:15:42,085-20081025013736,-11.664037,-0.611564
2008-10-25 02:15:44,085-20081025013736,-11.633981,-0.610425
2008-10-25 02:15:56,085-20081025013736,-11.441176,-0.606762
2008-10-25 02:16:04,085-20081025013736,-11.317167,-0.606366
2008-10-25 02:16:10,085-20081025013736,-11.214643,-0.606762
2008-10-25 02:17:14,085-20081025013736,-10.473927,-0.609732
2008-10-25 02:17:26,085-20081025013736,-10.392108,-0.60993
2008-10-25 02:17:30,085-20081025013736,-10.37118,-0.614287
2008-10-25 02:18:18,085-20081025013736,-10.241493,-0.635625
2008-10-25 02:19:24,085-20081025013736,-10.198747,-0.631912
2008-10-25 02:19:30,085-20081025013736,-10.197745,-0.629139
2008-11-30 12:32:42,085-20081130123224,-0.587478,5.136953
2008-11-30 12:32:44,085-20081130123224,-0.587144,5.120665
2008-11-30 12:33:10,085-20081130123224,-0.568331,4.997439
2008-11-30 12:33:38,085-20081130123224,-0.569889,4.98937
2008-11-30 12:33:58,085-20081130123224,-0.572561,4.986894
2008-11-30 12:35:14,085-20081130123224,-0.477272,4.723512
2008-11-30 12:35:48,085-20081130123224,-0.483061,4.731433
2008-11-30 12:35:58,085-20081130123224,-0.484062,4.732275
2008-11-30 12:39:22,085-20081130123224,-0.62566,4.360074
2008-11-30 12:39:26,085-20081130123224,-0.617979,4.340865
2008-11-30 12:39:36,085-20081130123224,-0.615864,4.29408
2008-11-30 12:39:48,085-20081130123224,-0.607849,4.230165
2008-11-30 12:40:02,085-20081130123224,-0.605177,4.179618
2008-11-30 12:40:04,085-20081130123224,-0.603842,4.172439
2008-11-30 12:40:08,085-20081130123224,-0.610075,4.156002
2008-11-30 12:40:16,085-20081130123224,-0.617088,4.12006
2008-11-30 12:40:22,085-20081130123224,-0.617534,4.095009
2008-11-30 12:40:38,085-20081130123224,-0.606625,3.993319
2008-11-30 12:40:44,085-20081130123224,-0.60874,3.948713
2008-11-30 12:40:58,085-20081130123224,-0.607292,3.836131
2008-11-30 12:41:24,085-20081130123224,-0.620317,3.666765
2008-11-30 12:41:26,085-20081130123224,-0.623211,3.655279
2008-11-30 12:42:00,085-20081130123224,-0.626105,3.460564
2008-11-30 12:42:14,085-20081130123224,-0.603508,3.428037
2008-11-30 12:42:24,085-20081130123224,-0.591708,3.422295
2008-11-30 12:42:44,085-20081130123224,-0.633341,3.38051
2008-11-30 12:42:48,085-20081130123224,-0.639018,3.362489
2008-11-30 12:42:52,085-20081130123224,-0.643026,3.343775
2008-11-30 12:43:36,085-20081130123224,-0.60117,3.095146
2008-11-30 12:44:16,085-20081130123224,-0.667182,2.943454
2008-11-30 12:44:34,085-20081130123224,-0.946036,2.916521
2008-11-30 12:48:24,085-20081130123224,-5.619646,2.893451
2008-11-30 12:48:30,085-20081130123224,-5.750891,2.898797
2008-11-30 12:49:24,085-20081130123224,-6.516431,2.98103
2008-11-30 12:49:32,085-20081130123224,-6.516987,3.029053
2008-11-30 12:50:18,085-20081130123224,-6.532238,3.298822
2008-11-30 12:50:52,085-20081130123224,-6.522108,3.324368
2008-11-30 12:50:54,085-20081130123224,-6.521663,3.324368
2008-11-30 12:51:44,085-20081130123224,-6.937216,3.323427
2008-11-30 12:52:00,085-20081130123224,-7.220634,3.32115
2008-11-30 12:53:16,085-20081130123224,-8.530634,3.32714
2008-11-30 12:53:36,085-20081130123224,-8.439798,3.333576
2008-12-02 05:14:56,085-20081202051430,0.691465,-1.045155
2008-12-02 05:15:20,085-20081202051430,0.683004,-0.887719
2008-12-02 05:15:24,085-20081202051430,0.680667,-0.866679
2008-12-02 05:15:50,085-20081202051430,0.685453,-0.830835
2008-12-02 05:17:00,085-20081202051430,0.645712,-0.585572
2008-12-02 05:17:34,085-20081202051430,0.645935,-0.483536
2008-12-02 05:17:36,085-20081202051430,0.649831,-0.480417
2008-12-02 05:19:50,085-20081202051430,0.640814,-0.421354
2008-12-02 05:20:06,085-20081202051430,0.609868,-0.358182
2008-12-02 05:20:34,085-20081202051430,0.591612,-0.194509
2008-12-02 05:20:54,085-20081202051430,0.596064,-0.159903
2008-12-02 05:20:58,085-20081202051430,0.6033,-0.159556
2008-12-02 05:21:34,085-20081202051430,0.57035,0.006295
2008-12-02 05:22:14,085-20081202051430,0.569904,0.053575
2008-12-02 05:22:18,085-20081202051430,0.573244,0.064418
2008-12-02 05:23:30,085-20081202051430,0.542297,0.295669
2008-12-02 05:24:50,085-20081202051430,0.512909,0.439737
2008-12-02 05:25:00,085-20081202051430,0.527492,0.488305
2008-12-02 05:25:02,085-20081202051430,0.527158,0.496721
2008-12-02 05:25:52,085-20081202051430,0.510905,0.709407
2008-12-02 05:25:54,085-20081202051430,0.510905,0.718715
2008-12-02 05:26:18,085-20081202051430,0.679665,0.739904
2008-12-02 05:29:06,085-20081202051430,1.029095,0.693911
2008-12-02 05:29:10,085-20081202051430,1.02531,0.688614
2008-12-02 06:51:05,085-20081202065105,1.31229,0.819067
2008-12-02 06:51:37,085-20081202065105,1.384202,0.737924
2008-12-02 06:51:41,085-20081202065105,1.415371,0.738023
2008-12-02 06:52:03,085-20081202065105,1.780719,0.738468
2008-12-02 06:52:59,085-20081202065105,2.3598,0.711091
2008-12-02 06:53:05,085-20081202065105,2.364253,0.681188
2008-12-02 06:53:55,085-20081202065105,2.416795,0.378942
2008-12-02 06:54:05,085-20081202065105,2.425812,0.31775
2008-12-02 06:54:29,085-20081202065105,2.442621,0.249775
2008-12-02 06:55:01,085-20081202065105,2.471676,0.165909
2008-12-02 06:55:53,085-20081202065105,2.537131,0.026396
2008-12-02 06:56:29,085-20081202065105,2.573978,-0.203965
2008-12-02 06:56:33,085-20081202065105,2.583774,-0.227729
2008-12-02 06:56:41,085-20081202065105,2.599024,-0.272979
2008-12-02 06:56:53,085-20081202065105,2.602475,-0.352588
2008-12-02 06:56:57,085-20081202065105,2.590898,-0.381154
2008-12-02 06:57:05,085-20081202065105,2.616056,-0.432692
2008-12-02 06:57:11,085-20081202065105,2.704221,-0.462347
2008-12-02 06:57:13,085-20081202065105,2.738284,-0.469179
2008-12-02 06:57:43,085-20081202065105,3.330055,-0.526262
2008-12-02 06:57:55,085-20081202065105,3.467089,-0.5928
2008-12-02 06:57:57,085-20081202065105,3.477553,-0.607009
2008-12-02 06:58:01,085-20081202065105,3.47054,-0.638744
2008-12-02 06:58:31,085-20081202065105,3.491467,-0.84539
2008-12-02 06:58:53,085-20081202065105,3.533101,-0.989409
2008-12-02 06:59:05,085-20081202065105,3.559817,-1.077285
2008-12-02 06:59:13,085-20081202065105,3.580523,-1.138873
2008-12-02 06:59:23,085-20081202065105,3.599113,-1.214472
2008-12-02 06:59:35,085-20081202065105,3.621488,-1.304329
2008-12-02 06:59:51,085-20081202065105,3.676925,-1.420772
2008-12-02 06:59:55,085-20081202065105,3.688279,-1.450575
2008-12-02 07:00:09,085-20081202065105,3.689726,-1.555334
2008-12-02 07:00:45,085-20081202065105,3.477664,-1.796042
2008-12-02 07:00:53,085-20081202065105,3.440706,-1.852679
2008-12-02 07:01:15,085-20081202065105,3.122223,-1.922832
2008-12-02 07:02:19,085-20081202065105,1.778716,-1.908623
2008-12-02 07:02:25,085-20081202065105,1.651033,-1.902137
2008-12-02 07:02:29,085-20081202065105,1.560753,-1.899464
2008-12-02 07:02:41,085-20081202065105,1.291028,-1.893127
2008-12-02 07:03:09,085-20081202065105,0.808127,-1.888572
2008-12-02 07:03:23,085-20081202065105,0.552205,-1.897731
2008-12-02 07:04:11,085-20081202065105,-0.455454,-1.840351
2008-12-02 07:04:33,085-20081202065105,-1.038764,-1.848471
2008-12-02 07:04:41,085-20081202065105,-1.249936,-1.854907
2008-12-02 07:04:43,085-20081202065105,-1.302813,-1.856293
2008-12-02 07:05:09,085-20081202065105,-1.951245,-1.868422
2008-12-02 07:05:17,085-20081202065105,-2.145496,-1.871839
2008-12-02 07:05:23,085-20081202065105,-2.281194,-1.874165
2008-12-02 07:05:33,085-20081202065105,-2.50116,-1.878473
2008-12-02 07:07:11,085-20081202065105,-4.594399,-1.939664
2008-12-02 07:07:29,085-20081202065105,-4.913105,-1.952091
2008-12-02 07:07:37,085-20081202065105,-5.068173,-1.957685
2008-12-02 07:07:47,085-20081202065105,-5.12027,-1.930307
2008-12-02 07:08:05,085-20081202065105,-5.339234,-1.927089
2008-12-02 07:08:13,085-20081202065105,-5.351145,-1.926297
2008-12-02 07:08:43,085-20081202065105,-5.478494,-1.936446
2008-12-02 07:08:59,085-20081202065105,-5.759574,-1.947883
2008-12-02 07:09:17,085-20081202065105,-6.153865,-1.960012
2008-12-02 07:09:51,085-20081202065105,-6.541811,-1.965211
2008-12-02 07:10:03,085-20081202065105,-6.530346,-1.964864
2008-12-02 07:10:19,085-20081202065105,-6.524334,-1.966597
2008-12-02 07:11:45,085-20081202065105,-6.523444,-2.066306
2008-12-14 02:27:44,085-20081214022722,-8.788003,3.638892
2008-12-14 02:27:50,085-20081214022722,-8.799803,3.638446
2008-12-14 02:28:04,085-20081214022722,-8.825072,3.636515
2008-12-14 02:28:54,085-20081214022722,-8.861251,3.654833
2008-12-14 02:29:06,085-20081214022722,-8.86036,3.681716
2008-12-14 02:29:36,085-20081214022722,-8.831195,3.773108
2008-12-14 02:30:08,085-20081214022722,-8.442692,3.798703
2008-12-14 02:30:40,085-20081214022722,-7.752849,3.811526
2008-12-14 02:30:46,085-20081214022722,-7.639304,3.815982
2008-12-14 02:31:04,085-20081214022722,-7.28364,3.826131
2008-12-14 02:31:30,085-20081214022722,-6.717695,3.834448
2008-12-14 02:31:34,085-20081214022722,-6.622518,3.836032
2008-12-14 02:32:44,085-20081214022722,-5.165465,3.856083
2008-12-14 02:32:56,085-20081214022722,-4.917447,3.859598
2008-12-14 02:33:04,085-20081214022722,-4.770172,3.86247
2008-12-14 02:33:28,085-20081214022722,-4.476513,3.868064
2008-12-14 02:33:32,085-20081214022722,-4.409722,3.868163
2008-12-14 02:34:18,085-20081214022722,-3.216272,3.883164
2008-12-14 02:34:24,085-20081214022722,-3.113525,3.883857
2008-12-14 02:34:28,085-20081214022722,-3.043728,3.883362
2008-12-14 02:34:52,085-20081214022722,-2.656672,3.888709
2008-12-14 02:35:16,085-20081214022722,-2.204273,3.893412
2008-12-14 02:35:22,085-20081214022722,-2.083269,3.892571
2008-12-14 02:35:26,085-20081214022722,-1.996106,3.89564
2008-12-14 02:35:48,085-20081214022722,-1.518326,3.901036
2008-12-14 02:35:50,085-20081214022722,-1.477917,3.901482
2008-12-14 02:36:02,085-20081214022722,-1.276987,3.904848
2008-12-14 02:36:12,085-20081214022722,-1.111344,3.907423
2008-12-14 02:36:28,085-20081214022722,-0.757796,3.915394
2008-12-14 02:36:34,085-20081214022722,-0.619537,3.916087
2008-12-14 02:37:14,085-20081214022722,0.257321,3.926929
2008-12-14 02:37:18,085-20081214022722,0.330346,3.927721
2008-12-14 02:37:36,085-20081214022722,0.668755,3.931187
2008-12-14 02:37:42,085-20081214022722,0.77885,3.932375
2008-12-14 02:37:46,085-20081214022722,0.855326,3.933266
2008-12-14 02:38:02,085-20081214022722,1.183494,3.93891
2008-12-14 02:38:10,085-20081214022722,1.400232,3.940098
2008-12-14 02:38:18,085-20081214022722,1.626765,3.941979
2008-12-14 02:38:40,085-20081214022722,2.218759,3.950742
2008-12-14 02:39:24,085-20081214022722,3.251353,3.880392
2008-12-14 02:39:26,085-20081214022722,3.298997,3.872619
2008-12-14 02:39:46,085-20081214022722,3.737037,3.79801
2008-12-14 02:39:50,085-20081214022722,3.814069,3.783455
2008-12-14 02:39:58,085-20081214022722,3.947763,3.752612
2008-12-14 02:40:00,085-20081214022722,3.976261,3.744443
2008-12-14 02:40:34,085-20081214022722,4.579943,3.565174
2008-12-14 02:40:42,085-20081214022722,4.722988,3.523736
2008-12-14 02:40:50,085-20081214022722,4.873046,3.481308
2008-12-14 02:40:56,085-20081214022722,4.987259,3.44794
2008-12-14 02:41:00,085-20081214022722,5.065627,3.425414
2008-12-14 02:41:06,085-20081214022722,5.180397,3.392243
2008-12-14 02:41:26,085-20081214022722,5.534725,3.29095
2008-12-14 02:41:40,085-20081214022722,5.765489,3.222827
2008-12-14 02:42:28,085-20081214022722,6.5573,2.992714
2008-12-14 02:43:26,085-20081214022722,7.600691,2.684527
2008-12-14 02:43:52,085-20081214022722,7.922625,2.57957
2008-12-14 02:46:42,085-20081214022722,8.19647,2.505011
2008-12-14 02:47:18,085-20081214022722,7.850936,2.637197
2008-12-14 02:47:20,085-20081214022722,7.831678,2.643733
2008-12-14 02:48:00,085-20081214022722,7.365141,2.784236
2008-12-14 02:49:00,085-20081214022722,6.680975,2.984298
2008-12-14 02:49:04,085-20081214022722,6.646577,2.99811
2008-12-14 02:49:32,085-20081214022722,6.549953,3.102869
2008-12-14 02:49:36,085-20081214022722,6.544943,3.109305
2008-12-14 02:49:40,085-20081214022722,6.516446,3.116682
2008-12-14 02:50:00,085-20081214022722,6.322306,3.158912
2008-12-14 02:50:06,085-20081214022722,6.281229,3.172973
2008-12-14 02:50:20,085-20081214022722,6.174363,3.177626
2008-12-14 02:50:22,085-20081214022722,6.158222,3.172725
2008-12-14 02:50:24,085-20081214022722,6.142303,3.166834
2008-12-14 02:51:04,085-20081214022722,5.704263,3.275107
2008-12-14 02:51:12,085-20081214022722,5.623891,3.298178
2008-12-14 02:51:26,085-20081214022722,5.470271,3.339765
2008-12-14 02:51:48,085-20081214022722,5.206891,3.412789
2008-12-14 02:51:50,085-20081214022722,5.190304,3.417641
2008-12-14 02:52:02,085-20081214022722,5.123402,3.436404
2008-12-14 02:52:10,085-20081214022722,5.044254,3.458039
2008-12-14 02:52:28,085-20081214022722,4.791338,3.531361
2008-12-14 02:52:40,085-20081214022722,4.708516,3.534727
2008-12-14 02:53:32,085-20081214022722,5.518695,3.295554
2008-12-14 02:53:42,085-20081214022722,5.686007,3.24471
2008-12-14 02:54:08,085-20081214022722,6.114696,3.122573
2008-12-14 02:54:42,085-20081214022722,6.615408,3.242581
2008-12-14 02:55:00,085-20081214022722,6.858529,3.346102
2008-12-14 02:55:04,085-20081214022722,6.89749,3.362489
2008-12-14 02:55:46,085-20081214022722,7.237569,3.498982
2008-12-14 02:55:50,085-20081214022722,7.252375,3.504577
2008-12-14 02:56:26,085-20081214022722,7.628855,3.653744
2008-12-14 02:56:38,085-20081214022722,7.753755,3.703846
2008-12-14 02:56:52,085-20081214022722,7.763551,3.708104
2008-12-14 02:56:56,085-20081214022722,7.762994,3.707955
2008-12-14 02:57:26,085-20081214022722,7.763439,3.708401
2008-12-14 02:57:52,085-20081214022722,7.812086,3.728254
2008-12-14 02:58:12,085-20081214022722,8.002886,3.80504
2008-12-14 02:58:46,085-20081214022722,8.369348,3.949356
2008-12-14 02:58:54,085-20081214022722,8.410313,3.941979
2008-12-14 02:59:08,085-20081214022722,8.487902,3.918711
2008-12-14 02:59:30,085-20081214022722,8.490574,3.916978
2008-12-14 02:59:34,085-20081214022722,8.491019,3.916829
2008-12-14 03:00:02,085-20081214022722,8.64219,3.89668
2008-12-14 03:00:08,085-20081214022722,8.716551,3.897521
2008-12-14 03:00:16,085-20081214022722,8.824197,3.897571
2008-12-14 03:00:38,085-20081214022722,9.096149,3.899106
2008-12-14 03:00:40,085-20081214022722,9.122086,3.89866
2008-12-14 03:00:52,085-20081214022722,9.272032,3.898957
2008-12-14 03:01:00,085-20081214022722,9.365986,3.899898
2008-12-14 03:01:22,085-20081214022722,9.596861,3.899304
2008-12-14 03:01:36,085-20081214022722,9.602649,3.8946
2008-12-14 03:01:38,085-20081214022722,9.601981,3.893511
2008-12-14 03:01:40,085-20081214022722,9.598753,3.891432
2008-12-14 03:02:02,085-20081214022722,9.59597,3.832171
2008-12-14 03:02:30,085-20081214022722,9.601536,3.762117
2008-12-14 03:03:38,085-20081214022722,9.728996,3.726174
2008-12-14 04:56:52,085-20081214045640,9.683801,3.721174
2008-12-14 04:58:08,085-20081214045640,9.608772,3.809843
2008-12-14 04:58:28,085-20081214045640,9.606323,3.847815
2008-12-14 04:58:38,085-20081214045640,9.600423,3.88559
2008-12-14 04:59:02,085-20081214045640,9.480978,3.902423
2008-12-14 04:59:38,085-20081214045640,9.427545,3.899056
2008-12-14 04:59:54,085-20081214045640,9.427879,3.89861
2008-12-14 05:00:00,085-20081214045640,9.42799,3.898908
2008-12-14 05:00:14,085-20081214045640,9.403166,3.897224
2008-12-14 05:02:00,085-20081214045640,8.414098,3.941732
2008-12-14 05:04:04,085-20081214045640,8.32482,3.9399
2008-12-14 05:04:12,085-20081214045640,8.237992,3.909453
2008-12-14 05:04:56,085-20081214045640,7.90025,3.772266
2008-12-14 05:05:10,085-20081214045640,7.890677,3.773355
2008-12-14 05:05:14,085-20081214045640,7.890788,3.773355
2008-12-14 05:05:24,085-20081214045640,7.888005,3.770434
2008-12-14 05:05:28,085-20081214045640,7.877096,3.76385
2008-12-14 05:06:04,085-20081214045640,7.451747,3.593245
2008-12-14 05:06:38,085-20081214045640,7.290112,3.533539
2008-12-14 05:07:10,085-20081214045640,7.199053,3.493289
2008-12-14 05:07:12,085-20081214045640,7.183357,3.486952
2008-12-14 05:07:34,085-20081214045640,6.97263,3.400263
2008-12-14 05:08:10,085-20081214045640,6.609286,3.253472
2008-12-14 05:08:20,085-20081214045640,6.486724,3.210747
2008-12-14 05:08:46,085-20081214045640,5.958182,3.189904
2008-12-14 05:08:48,085-20081214045640,5.924675,3.197083
2008-12-14 05:09:04,085-20081214045640,5.658734,3.266047
2008-12-14 05:09:10,085-20081214045640,5.554094,3.295406
2008-12-14 05:09:18,085-20081214045640,5.401142,3.340111
2008-12-14 05:09:42,085-20081214045640,4.946293,3.470862
2008-12-14 05:11:10,085-20081214045640,3.166082,3.902027
2008-12-14 05:11:26,085-20081214045640,2.760103,3.954356
2008-12-14 05:11:32,085-20081214045640,2.611603,3.959456
2008-12-14 05:11:36,085-20081214045640,2.511528,3.957971
2008-12-14 05:12:00,085-20081214045640,1.901834,3.933266
2008-12-14 05:12:20,085-20081214045640,1.377189,3.9299
2008-12-14 05:12:34,085-20081214045640,1.004382,3.935989
2008-12-14 05:12:36,085-20081214045640,0.949724,3.938217
2008-12-14 05:13:22,085-20081214045640,-0.005503,3.911879
2008-12-14 05:13:26,085-20081214045640,-0.099233,3.910938
2008-12-14 05:13:36,085-20081214045640,-0.328439,3.911532
2008-12-14 05:14:04,085-20081214045640,-0.997242,3.909849
2008-12-14 05:14:38,085-20081214045640,-1.671501,3.900244
2008-12-14 05:15:10,085-20081214045640,-2.347429,3.898759
2008-12-14 05:15:18,085-20081214045640,-2.50116,3.899254
